CoID,CoName,Description,CountryID,IntGICSID,ExtGICSID,CoTypeID,StatusID,InclusionDID
7601,Ahmednagar Forgings Limited,Ahmednagar Forgings Limited,9,123,123,0,15,
7602,Oriental Bank Of Commerce,Oriental Bank Of Commerce,9,208,208,0,14,
7603,Allahabad Bank,Allahabad Bank,9,208,208,0,15,6469
7604,MM Forgings Ltd,"MM Forgings Ltd is an India-based company engaged in the manufacturing of steel forgings. The Company manufactures and exports steel forgings in raw, semi-machined and fully machined stages in various grades of carbon, alloy, micro alloy and stainless steels in the weight range of 0.20 kilogram to 60 kilograms. As of March 31, 2011, the Company’s installed and production capacity (on 600 shift basis) was 40,000 metric tons of steel forgings, respectively. The Company has a wholly owned subsidiary, Srivatsa Electric & Electronic Limited",9,123,123,0,15,
7605,Abb Ltd India,Abb Ltd India,9,130,130,0,15,
7606,Euro Multivision Ltd,"Euro Multivision Limited (EML) is an India-based company. The Company is in the business of manufacturing of Optical Storage Media, such as compact disc recordables (CDRs) and digital versatile disc recordables (DVDRs). During the fiscal year ended March 31, 2010 (fiscal 2010), the Company’s business of manufacturing solar photovoltaic (PV) cells is under implementation. During fiscal 2010, EML had set up a solar PV cell manufacturing unit of 40 megawatt capacity for the generation of electrical energy. Its solar PV cell manufacturing unit is located at Taluka Bhachau, District Kutch, Gujarat. EML sells its products under the brand name, Eurovision. During fiscal 2010, the Company produced 12,91,36,500 numbers of CDR/DVDR. During fiscal 2010, EML had an installed capacity to produce 18,00,00,000 numbers of CDR/DVDR.",9,246,246,0,15,
7607,United Fire & Casualty Co,United Fire & Casualty Co,1,222,222,0,15,
7608,United Rentals Inc,United Rentals Inc,1,134,134,0,15,
7609,United Stationers Inc,United Stationers Inc,1,140,140,0,18,
7610,Universal Corp/Va,Universal Corp/Va,1,195,195,0,15,
7611,Universal Display Corp \PA\,Universal Display Corp \PA\,1,247,247,0,15,
7612,Universal Electronics Inc,Universal Electronics Inc,1,153,153,0,15,
7613,Accel Transmatic Ltd,"Accel Transmatic Limited is an India-based company. The Company is a provider of information technology, and media solutions and services. The Company operates in two segments: software services and animation services. Its technologies division provides services to automotive, telecom, consumer electronics, healthcare and industrial automation sectors. The Company’s animation division includes Accel Animation Studios (AAS). AAS is engaged in the business of three dimensional (3D) animation content development, visual effects creation and motion capture services. AAS offers end-to-end services in animation, motion capture and visual effects (VFX). During the fiscal year ended March 31, 2010 (fiscal 2010), the operations of AAS were being carried out in its studios situated in Chennai and Thiruvananthapuram animation special economic zones. During fiscal 2010, the Company’s subsidiary, Accel Solutions Japan Inc., was acquired by a joint venture (JV) partner.",9,240,240,0,15,
7614,Duzonbizon Co Ltd,Duzonbizon Co Ltd,15,241,241,0,13,
7615,L&F Co Ltd,L&F Co Ltd,15,247,247,0,13,
7616,Thermax Limited,Thermax Limited,9,133,133,0,15,
7617,Universal Forest Products Inc,Universal Forest Products Inc,1,127,127,0,15,6469
7618,Universal Technical Institute Inc,Universal Technical Institute Inc,1,167,167,0,15,
7619,Universal Truckload Services Inc,Universal Truckload Services Inc,1,145,145,0,15,
7620,Pipavav Defence & Offshore Engineering Co Ltd,,9,132,132,0,15,8032
7621,Central Bank Of India,"Central Bank of India (the Bank) is a public sector bank based in India. As on March 31, 2011, the Bank operated 3,720 branches and 138 extension counters. The Bank’s segments include treasury operations, retail banking operations, wholesale banking operations and other business. Treasury operations include dealing in government and other securities, money market operations and forex operations. The retail banking consists of funs-based and non fund- based fund exposures. Corporate/wholesale banking consists of advances to trusts/partnership firms companies and statutory bodies. Other banking includes all other banking operations. It provides a range of services, which include direct housing finance, debit card, cent prepaid cards, mutual funds and central card.",9,208,208,0,15,8032
7622,Ultratech Cement Ltd,Ultratech Cement Ltd,9,116,116,0,15,
7623,Larsen & Toubro Limited,Larsen & Toubro Limited,9,128,128,0,15,
7624,SunVic Chemical Holdings Ltd,"SunVic Chemical Holdings Limited, an investment holding company, manufacturers and sells intermediate chemical products primarily in Asia, Europe, North America, and South America. The company offers acrylic acid (AA) products and arylate esters (AE) products, as well as N-phosphonomethyl lminodiacetic Acid (PMIDA). Its AA products comprise purified AA and glacial AA; and AE products include butyl acrylate, methyl acrylate, ethyl acrylate, and 2-ethylhexyl acrylate. The company sells its products for use as ingredients in the production of various industrial, consumer, and agricultural products, such as coatings, adhesives, diapers, textiles, detergents, water treatment materials, and herbicides. It also engages in the import and export of chemical products, as well as in the manufacture and sale of petroleum-related products. The company was founded in 2003 and is based in Singapore. SunVic Chemical Holdings Limited is a subsidiary of DBS Vickers Securities (Singapore) Pte Ltd.",18,115,115,0,15,8033
7625,Us Airways Group Inc,Us Airways Group Inc,1,142,142,0,15,
7626,Usa Truck Inc,Usa Truck Inc,1,145,145,0,15,
7627,Cubesmart,Cubesmart,1,232,232,0,15,
7628,Geo Holdings Corp,"GEO HOLDINGS CORPORATION, formerly GEO CORPORATION, is engaged in the rental and recycling of used products, as well as the sale of new products. The Company operates in two business segments. The Retail Service segment is involved in the operation of GEO SHOP and RECYCLE SHOP, the sale and rental of real estate properties, as well as online sale business.",3,182,182,0,13,
7629,Arc Resources Ltd,Arc Resources Ltd,4,107,107,0,15,
7630,Manappuram Finance Ltd,"Manappuram General Finance and Leasing Limited (MAGFIL) is a non banking financial company (NBFC). MAGFIL provides a range of services, including gold loans, vehicle finance, insurance, foreign exchange services, distribution of mutual funds and other financial products. The Company primarily operates in the business of gold loan. Its services include gold loan / loan against gold, money transfer, gold coin, business loan, asset finance, foreign exchange, swarnanidhi (gold purchase scheme), gold overdraft and vehicle loan. As of March 31, 2011, the Company operated through more than 1,900 branches spread across the country.",9,215,215,0,15,
7631,Mahindra & Mahindra Financial Services Ltd,"Mahindra & Mahindra Financial Services Limited (MMFSL) is an India-based, non-banking finance company. The Company is a subsidiary of Mahindra & Mahindra Limited (M&M). The Company’s financing solutions include vehicle financing, refinancing, housing finance, personal loans, fixed deposits, insurance broking and mutual fund distribution. The Company is focusing primarily on rural and semi-urban India through personalized financing of utility vehicles, tractors, cars, home loans and personal loans. The Company offerings in vehicle finance includes tractor loans, utility vehicle loans, car loans, three-wheeler loans, commercial vehicle loans, two-wheeler loans and loans for construction equipment. MMFSL provides loans against existing four wheelers of the customers. During the fiscal year ended March 31, 2011, the Company had a joint venture in the United States with De Lage Landen Financial Services Inc., a wholly owned subsidiary of Rabobank for financing tractors.",9,215,215,0,15,
7632,Vail Resorts Inc,Vail Resorts Inc,1,165,165,0,15,
7633,Valassis Communications Inc,Valassis Communications Inc,1,173,173,0,15,
7634,Vanda Pharmaceuticals Inc,Vanda Pharmaceuticals Inc,1,205,205,0,15,
7635,Vasco Data Security International Inc,Vasco Data Security International Inc,1,241,241,0,15,6469
7636,Bank Of India,Bank Of India,9,208,208,0,13,
7637,Vascular Solutions Inc,Vascular Solutions Inc,1,199,199,0,15,
7638,DB Corp Ltd,"D.B. Corp Limited is in the business of publishing newspapers and radio broadcasting. The Company is publishing newspapers with 59 editions and 135 sub-editions in three languages (Hindi, Gujarati and English) in 13 states in India. The brands in publishing business are Dainik Bhaskar and Business Bhaskar (Hindi dailies), Divya Bhaskar and Saurashtra Samachar (Gujarati dailies), DNA English, (English Daily) and monthly magazines, such as Aha Zindagi, Bal Bhaskar. As of March 31, 2011, it was on air in 17 cities under the brand name My FM. The frequency allotted to it is 94.3. It derives its revenue from the sale of these publications and advertisements published in the publications and aired on radio. The Company is also in the business of event management, Internet and wind energy. It launched Dainik Bhaskar in Ranchi in August 2010, in Bhatinda in September 2010, Jammu in October 2010, in Jamshedpur in December 2010 and in Sriganganagar, Alwar, Sikar and Bhilwara in January 2011.",9,173,173,0,15,
7639,Muthoot Finance Ltd,"Muthoot Finance Limited is a non-banking finance company. The Company operates under the brand name The Muthoot Group, which has range of interests in the fields of financial services, healthcare, education, plantations, real estate, foreign exchange, information technology, insurance distribution, hospitality. The Company operates in two segments: Financing and Power Generation. As of March 31, 2011, the Company had an installed capacity of 3,750 kilowatt. The Company provides personal and business loans secured by gold jewelry, or gold Loans, primarily to individuals who possess gold jewelry but could not access formal credit within a reasonable time, or to whom credit may not be available at all, to meet unanticipated or other short-term liquidity requirements. As of February 28, 2011, the Company had 2,611 branches.",9,215,215,0,15,
7640,Sun Pharmaceuticals Industries Ltd,Sun Pharmaceuticals Industries Ltd,9,206,206,0,15,
7641,Yamana Gold Inc,Yamana Gold Inc,4,121,121,0,15,6469
7642,Africa Israel Properties Ltd,"Africa Israel Properties Ltd. is an Israel-based company which coordinates the income-generating real estate activities of AFI Group in Israel and overseas. This real estate includes commercial space, office space, and hi-tech and industrial parks. The Company operates in Israel, the Czech Republic, Romania, Serbia, Bulgaria, Latvia, Germany, Poland, Hungary, and the Philippines. Africa Israel Properties Ltd. is active in a number of sectors in the field of income-generating real estate: malls and commercial centers, office buildings, hi-tech parks and industrial parks and BOT-type projects. The Company has residential real estate in Tel Aviv, Jerusalem, Central, North and South of Israel. These are apartment buildings in residential neighborhoods offering community services such as lobby, parking and children''s playgrounds.",19,234,234,0,15,
7643,Adani Power Ltd,"Adani Power Limited is engaged in power generation and setting up of power projects. As of March 31, 2011, the Company together with its subsidiaries has nine power projects with a combined installed capacity of 16,500 megawatts, out of which 1,980 megawatts has been commissioned, 7260 megawatts is under implementation and 7260 megawatts is at the planning stage. The Mundra Phase I and II Power Project will have four coal-fired, sub-critical generation units of 330 megawatts each, with combined capacity of 1,320 megawatts. Mundra Phase III Power Project will have two coal-fired, super-critical generation units of 660 megawatts each, with combined capacity of 1,320 megawatts. Mundra Phase IV Power Project will have three coal fired, super-critical generation units of 660 megawatts each, with combined capacity of 1,980 megawatts.",9,263,263,0,15,
7644,Rural Electrification Corp Ltd,"Rural Electrification Corporation Limited (REC) is public financial institution. It provides interest bearing loans to state electricity boards (SEBs), state power utilities/state power departments and private sector for all segments of power infrastructure. The Company reviews and revises its lending and operation policies/ procedures. The Company has been funding power generation, transmission and distribution projects besides electrification of villages and pump set energisation. During the fiscal year ended March 31, 2011 (fiscal 2011), the Company sanctioned 34 numbers of generation loans. As of March 31, 2011, the Company had three Subsidiary Companies: REC Transmission Projects Company Limited (RECTPCL), REC Power Distribution Company Limited (RECPDCL) and Vemagiri Transmission System Limited (VTSL) (a wholly owned subsidiary of RECTPCL).",9,214,214,0,15,
7645,Musashino Bank Ltd/The,Musashino Bank Ltd/The,3,209,209,0,13,
7646,XYZ Company Ltd,"Bharat Electronics Limited is engaged in manufacture and supply of strategic electronic products primarily to Defense Services. The Company exported a range of products and sub-assemblies exported includes LYNX II, radar warning receivers, composite communication system, night vision devices, versatile communication system (VCS), IFF Interrogator, LRF, X-Ray tube, radar finger printing system, ESM system, V/ultra high frequency (UHF) search receivers, shelters, printed circuit board (PCB) assembly, cable harness, components and mechanical assemblies. During the fiscal year ended March 31, 2011, the Company introduced products / systems, such as Akash Weapon System, HUMSA Sonar, mobile communication terminal, automated teller machine (ATM)-based integrated shipboard data network, semi ruggedized automatic exchange MK-II, low power jammer, combat management system, integrated fire detection and suppression system for BMP-2 /2K and IRLM radio.",9,126,126,1,15,
7647,Tatung Co Ltd,Tatung Co Ltd,10,245,245,0,13,
7648,Wooree Eti Co Ltd,Wooree Eti Co Ltd,15,129,129,0,13,
7649,Just Energy Group Inc,"Just Energy Group Inc. (Just Energy), formerly Just Energy Income Fund, is engaged in the sale of natural gas and/or electricity to residential and commercial customers. Its subsidiaries are engaged in sale of natural gas and/or electricity to residential and small to mid-sized commercial customers, under fixed-price, price-protected and variable-rate Energy Contracts. It also offers green products through its JustGreen and JustClean programs. The electricity JustGreen product offers the customer the option of having all or a portion of electricity purchased from Just Energy sourced from renewable green sources, such as wind, run of the river hydro or biomass. The gas JustGreen product offers carbon offset credits, which allow customer to reduce or eliminate carbon footprint of their home or business associated with gas purchased from Just Energy. On May 7, 2010, it acquired Hudson Energy. In October 2011, the Company acquired Fulcrum Retail Holdings LLC",4,261,261,0,13,
7650,Takara Standard Co Ltd,"TAKARA STANDARD CO., LTD. is a Japan-based company manufacturing and selling household equipment. The Kitchen Equipment division offers enameled and wooden system kitchens, kitchen sets, hollow kitchen panels, heating equipment and range hood storage equipment. The Bathroom Equipment division provides enameled and wooden bathroom vanities, sink units and enameled side panels. The Bathtub Equipment division provides system bathrooms, enameled bathtubs, color stainless steel bathtubs and artificial marble bathtubs and others. The Hot Water Supply Equipment division offers electric water heaters, gas and oil water heater, among others. The Sanitation Equipment division provides residential toilet, hand wash basin, various storage devices and others. The Others division provides other housing equipment, industrial kitchens, enameled wall-covering materials, moldings and others. On April 1, 2013, it merged with a subsidiary. On July 1, 2014, the Company merged with a subsidiary.",3,127,127,0,13,
7651,Nigerian Breweries Plc,Nigerian Breweries Plc,27,189,189,0,13,
7652,CUROCOM Co Ltd,"CUROCOM Co.,Ltd. is a Korea-based company specialized in the provision of banking solutions and the distribution of computers. The Company operates its business under two segments: core banking solution and distribution. Its core banking solution segment develops and provides BANCS frameworks, which are enterprise architecture systems, BANCS packages for banks, as well as financial consulting and software development services for financial institutions. Its distribution segment distributes computers, computer peripherals and other communication products.",15,250,250,0,13,
7653,Indian Bank,"Indian Bank is an India-based banking company. The Bank’s business segments are Treasury, Corporate/Wholesale Banking, Retail Banking and Other Banking operations. Its geographical segments are Domestic and International. Personal loans offered by the Bank include mainly home loans, vehicle loans, salary loans, education loans, rent encash, Ind mortgage, reverse mortgage and loan against financial securities. It also offers wealth management services. The various deposit products offered include demand deposits, savings bank deposits and term deposits.",9,208,208,0,15,
7654,Textiles Fabricato Tejicondo,Textiles Fabricato Tejicondo,20,162,162,0,17,6469
7655,Easy Bio Inc,Easy Bio Inc,15,113,113,0,13,
7656,Britannia Industries Ltd,Britannia Industries Ltd,9,194,194,0,15,
7657,Sintex Industries Limited,Sintex Industries Limited,9,127,127,0,15,
7658,Bhushan Steel Ltd,"Bhushan Steel Limited is engaged in the steel business. The Company has a portfolio of flat products, which are manufactured at steel processing facilities at Sahibabad, Uttar Pradesh. The Company is producing cold rolled close annealed coils (CRCA), galvanized sheets, precision tubes, high tensile steel, hardened and tempered steel strip (H&T strips), wire-rods, color-coated sheets and galume. The Company also produces, sponge iron, pig iron, billets, slabs, HRC and power. During the fiscal year ended March 31, 2011, the Company partially installed the Phase II of the integrated steel plant at Orissa with the production facility of hot roll coil mill (1.90 million tons per annum). During fiscal 2011, the Company manufactured 1191,415 million tons of cold-rolled steel strips/sheets/coils; 545,196 million tons of cold-rolled galvanized steel strips/sheets/coils; 118,691 million tons of color coated galvanized steel strips/sheets/coils, and 126,642 million tons of precision tubes.",9,123,123,0,15,
7659,Lic Housing Finance Ltd,Lic Housing Finance Ltd,9,210,210,0,15,
7660,Sakata Seed Corp,Sakata Seed Corp,3,192,192,0,15,
7661,Crompton Greaves Limited,Crompton Greaves Limited,9,129,129,0,15,
7662,Shinko Plantech Co Ltd,"Shinko Plantech Co., Ltd. is a Japan-based company principally engaged in the design, production, construction, sale and maintenance of machinery for petroleum refining and petrochemical industries. The Company operates in two business segments. The Engineering segment is involved in the general engineering business, the construction and maintenance of various plants, as well as the maintenance and repair of rotary equipment. The Others segment is engaged in the general management and leasing of real estate properties and the provision of temporary staffing services, as well as non-life insurance agency business.",3,105,105,0,13,
7663,Automotive Axles Limited,Automotive Axles Limited,9,149,149,0,15,
7664,Shree Renuka Sugars Ltd,Shree Renuka Sugars Ltd,9,192,192,0,15,
7665,Volvo Ab,"AB Volvo is the parent company of the Volvo Group. The Volvo Group is a manufacturer of trucks, buses, construction equipment, diesel engines, and marine and industrial engines.",17,132,132,0,15,
7666,Indiabulls Financial Services Ltd,Indiabulls Financial Services Ltd,9,212,212,0,18,6469
7667,PGM Holdings K K,"PGM Holdings K.K., formerly Pacific Golf Group International Holdings KK, is a Japan-based company that is primarily engaged in the holding and operation of golf courses that it possesses. The Company is also involved in the operation of golf courses owned by the third parties, the holding and operation of cemetery and hotels, as well as the operation of restaurants and stores located in its service areas. As of December 31, 2010, the Company operated golf courses in various prefectures, including Hokkaido, Miyagi, Fukushima, Tochigi, Ibaraki, Chiba, Gunma, Saitama, Yamanashi, Kanagawa, Shizuoka, Ishikawa, Aichi, Mie, Nara, Kyoto, Osaka, Hyogo, Okayama, Hiroshima, Yamaguchi, Kagawa, Ehime, Tokushima, Saga, Fukuoka, Oita, Nagasaki, Kumamoto, Miyazaki, Tottori, Wakayama, Okinawa, Nagano, Niigata, Shimane, Kochi and Kagoshima. On December 5, 2011, Heiwa Corporation became the parent company of the Company.",3,165,165,0,18,
7668,Glodyne Technoserve Ltd,"Glodyne Technoserve Limited is engaged in providing services across 10 sectors, such as government/public sector units (PSU), information technology / information technology enabled services, Banking, Financial Services and Insurance, manufacturing, retail, media, telecom, education, travel and healthcare in India and North America. The Company operates in two segments: Technology Infrastructure Management Services, which represents technology integration and technology infrastructure management services, and software services, which represents charges for development of software for customer and sales of licenses of software and others products. As of march 31, 2011, it had 42% of its business coming from the United States geography. During fiscal 2011, the Company had presence in India, Canada and United States of America. During the fiscal year ended March 31, 2011(fiscal 2011), it acquired DecisionOne Corporation.",9,238,238,0,13,
7669,Pidilite Industries Ltd,Pidilite Industries Ltd,9,112,112,0,15,
7670,Shree Cement Limited,Shree Cement Limited,9,116,116,0,15,
7671,Development Credit Bank Ltd,Development Credit Bank Ltd,9,208,208,0,15,
7672,State Bank Of Bikaner & Jaipur,State Bank Of Bikaner & Jaipur,9,208,208,0,15,
7673,Karnataka Bank Limited,Karnataka Bank Limited,9,208,208,0,15,6469
7674,Container Corp Of India Ltd,Container Corp Of India Ltd,9,144,144,0,15,
7675,Jet Airways India Ltd,Jet Airways India Ltd,9,142,142,0,15,
7676,Parsvnath Developers Ltd,Parsvnath Developers Ltd,9,233,233,0,15,
7677,Ace Pillar Co Ltd,Ace Pillar Co Ltd,10,134,134,0,15,
7678,Allcargo Logistics Ltd,Allcargo Logistics Ltd,9,141,141,0,15,6469
7679,Asian Paints Ltd,Asian Paints Ltd,9,115,115,0,15,6469
7680,Peninsula Land Limited,Peninsula Land Limited,9,235,235,0,15,
7681,Jain Irrigation Systems Ltd,Jain Irrigation Systems Ltd,9,133,133,0,15,
7682,State Bank Of Travancore,State Bank Of Travancore,9,208,208,0,15,
7683,Oracle Financial Services Software Ltd,"Oracle financial services software limited provides IT solutions and knowledge processing services to the financial services industry worldwide. The company was formerly known as i-flex Solutions Limited and changed its name to Oracle Financial Services Software Limited in August 2008. The company was incorporated in 1989 and is based in Mumbai, India. Oracle Financial Services Software Limited is a subsidiary of Oracle Global (Mauritius) Limited. And the company is distributing its products and services in India, USA, Middle East, Africa, Asia pacific, Europe, Latin America and Caribbean.",9,240,240,0,15,
7684,Cesc Limited,Cesc Limited,9,259,259,0,15,
7685,Alstom Projects India Ltd,Alstom Projects India Ltd,9,128,128,0,15,
7686,Hcl-Infosystems Ltd,Hcl-Infosystems Ltd,9,238,238,0,15,6469
7687,Era Infra Engineering Ltd,"Era Infra Engineering Ltd. is an integrated infrastructure development company. The Company’s diverse execution experience across sectors such as roads/highways, power, railways/metro, aviation, social infra, industrial, institutional and related segments. The Company business activities are organized around three divisions: EPC , Design & Engineering, Equipment Management Divisions coupled with two subsidiaries Era Infrastructure and Era T&D. Its subsidiaries include Style and Smile Buildwell Private Limited, Victor Buildwel Private Limited, Era T&D Ltd, ARK Vidhyut Urja Ltd, Boconero Ltd, Golden Annum Holding Limited, Dehradun Highways Project Limited, Haridwar Highways Project Limited and Kepi Constructions Limited. During the fiscal year ended March 31, 2011, the Company completed the construction of CBI Headquarters, commissioned tower manufacturing plant and constructed four stadiums in Delhi.",9,128,128,0,13,
7688,South Indian Bank Ltd,South Indian Bank Ltd,9,208,208,0,13,
7689,City Union Bank Limited,City Union Bank Limited,9,208,208,0,13,
7690,TV18 Broadcast Ltd,"TV18 Broadcast Ltd, formerly ibn18 Broadcast Limited, is in the business of broadcasting, telecasting, relaying and transmitting general news programs and operates the news channels CNN IBN. The Company operates in two segments: Broadcasting and Content consists of television content and airtime sales, and Film production and Distribution business. The Company operates in media business segment, which is consists of media and related operations. The Company operates in the general news and entertainment space with general news channels CNN-IBN, IBN7 and IBN Lokmat, (a Marathi news channel in partnership with the Lokmat group). The Company also operates a joint venture with Viacom, called Viacom18, which houses the MTV, VH1 and Nickelodeon channels in India, Viacom18 Motion Pictures, the filmed entertainment operation and COLORS, a Hindi general entertainment channel.",9,170,170,0,15,
7691,Bata India Limited,Bata India Limited,9,161,161,0,15,
7692,Aditya Birla Nuvo Limited,Aditya Birla Nuvo Limited,9,131,131,0,15,
7693,Castrol India Limited,Castrol India Limited,9,111,111,0,15,6469
7694,Sscp Co Ltd,Sscp Co Ltd,15,111,111,0,17,6469
7695,AIA Engineering Limited,"AIA Engineering Limited (AIA) is an India-based company. The Company is operating in a high technology oriented engineering segment, involving manufacturing of impact, abrasion and wear resistant, high chrome mill internal products used by cement, mining and utility industries. The Company services the replacement demand of these industries and the OEM requirement for new capacities added. The Company primarily operates in only one segment, manufacturing of high chrome mill internals. AIA’s subsidiaries include Welcast Steels Limited, Vega Industries (Middle East) F.Z.E., Vega Industries Limited, Vega Industries Limited and Wuxi Weigejia Trade Co. Ltd. On December 13, 2010, the Company acquired 70% of DCPL Foundries Private Limited.",9,133,133,0,15,
7696,Emami Ltd,"Emami Limited is engaged in manufacturing and marketing of health, beauty and personal care products that are based entirely on ayurvedic formulation. Emami Limited has over 30 brands under its portfolio. The Company’s has one segment, personal and healthcare. It has a portfolio of more than 270 products across the skin care, hair care, rubificients, ayurvedic medicines and ayurvedic health segments, among others. Some of its products include baby massage oil, Boroplus Antiseptic Cream, Fair and Handsome, Himani Fast Relief, Mentho Plus, Navratna Cool Talc, Navratna Oil and Sonachandi Chyawanprash.As on March 31, 2011, the Company had its presence in 65 countries, and had a distribution network of 3,500 distributors and 2,500 sub-distributors with direct reach to over 450,000 retail outlets in India. In May 2011, Emami forayed into the coconut-based hair oil segment, with the launch of its own hair oil under the Navratna brand. The hair oil has been named Navratna Coconut Cool Oil.",9,197,197,0,15,
7697,Nepc India Limited,Nepc India Limited,9,130,130,0,15,
7698,Gujarat Gas Co Ltd,Gujarat Gas Co Ltd,9,260,260,0,15,
7699,Redington India Ltd,"Redington (India) Limited, along with its subsidiaries is engaged in the business of end-to-end supply chain management of information technology (IT) and non-IT products in various geographies of South Asia, Middle East and Africa. Redington also provides warranty and post warranty services. Redington is a supply chain solution providers to over 75 manufacturers of information technology, telecom, lifestyle and consumer electronics products. As of October 17, 2011, the Company had connected distribution network of more than 23,600 channel partners.",9,250,250,0,15,
7700,Hubtown Ltd,"Hubtown Limited, formerly Ackruti City Limited, is a real estate development companies in India and operates both - on its own and through its subsidiaries/joint ventures/associate companies, partnerships firms and public private partnerships encompassing the construction and development of residential and commercial premises, special economic zones (SEZs), Biotech Park and build operate transfer projects. Its operations include identification of projects, acquisition of land/development rights, architectural and engineering designing, project management, including obtaining necessary approvals, planning, execution and marketing of the projects. Its residential projects include Ackrufi Sunmist -Andheri (East); Ackruti Greenwoods-Thane, and Ackruti Gardenia -Mira Road. In December 2011, the Company, along with its joint venture partner DLF Limited, sold DLF Ackruti Info Parks (Pune) Limited.",9,235,235,0,15,
7701,Inner Mongolia Eerduosi Resourses Co Ltd,"Inner Mongolia Eerduosi Cashmere Products Co., Ltd. is principally engaged in coal, electricity and metallurgy business, as well as the manufacture and distribution of cashmere apparels. The Company operates its businesses through smelting of ferrosilicon, coal mining and processing, electric power generation and distribution, as well as the manufacture and distribution of cashmere products. The Company provides ferrosilicon, silicon manganese, calcium carbide, coal, electric power and cashmere sweaters, among others. The Company distributes its products in domestic and overseas markets, such as Japan, South Korea, Europe and North America. During the year ended December 31, 2010, the Company provided approximately 5 million tons of raw coal, produced approximately 640,000 tons of ferrosilicon, and generated approximately 10.8 billion degrees of electric power.",11,120,120,0,15,
7702,Reliance Infrastructure Ltd,"Reliance Infrastructure Limited is a part of the Reliance Group. Reliance Infrastructure companies distributes about 36 billion units of electricity to over 30 million consumers across an area that spans over 1,24,300 square kilometers and includes India’s two cities, Mumbai and Delhi. The Company generates over 940 Megawatt of electricity through its power stations located in Maharashtra, Andhra Pradesh, Kerala, Karnataka and Goa. The Company operates in two business segments: Electrical Energy and Engineering, Procurement and Contracts (EPC). In the case of electrical energy, the Company operates a 500 megawatts thermal power station at Dahanu, a 220 megawatts combined cycle power plant at Samalkot, a 48 megawatts combined cycle power plant at Mormugao, a 7.59 megawatts Windfarm at Chitradurga and also purchases power from third parties and supplies the power through the Company’s own distribution grid. It supplies power to residential, industrial, commercial and other consumers.",9,259,259,0,15,
7703,Suzlon Energy Limited,Suzlon Energy Limited,9,130,130,0,15,
7704,Dena Bank,Dena Bank,9,208,208,0,15,
7705,Amara Raja Batteries Ltd,Amara Raja Batteries Ltd,9,129,129,0,15,
7706,Agro Tech Foods Ltd,Agro Tech Foods Ltd,9,194,194,0,15,
7707,Birla Corp Limited,Birla Corp Limited,9,116,116,0,15,
7708,UTV Software Communications Ltd,"UTV Software Communications Limited is a media and entertainment company. It operates in three business segments. Television segment involves four main functions: production of television content; airtime sales, which includes managing slots and selling commercial air time on other broadcasting networks; dubbing, and broadcasting of four specialty genre channels, which included UTV Action, UTV World Movies, UTV Movies and UTV Bindass. Movies segment focuses on the production and co-production of Indian films and the distribution of such films across various platforms. Games and Interactive includes video game content development, publishing and global distribution across online and console platforms, as well as other Interactive entertainment content development for mobile and Internet platforms worldwide. UTV Games Limited is a wholly owned subsidiary of the Company. In October 2011, The Walt Disney Company took full ownership of the mobile gaming unit of the Company.",9,172,172,0,17,6469
7709,Jammu & Kashmir Bank Ltd,Jammu & Kashmir Bank Ltd,9,208,208,0,13,
7710,Hotel Leela Venture Ltd,Hotel Leela Venture Ltd,9,164,164,0,15,
7711,Lakshmi Vilas Bank Ltd,"Lakshmi Vilas Bank Limited (the Bank) is an India-based bank. It operates in four segments: treasury operations, corporate/wholesale banking operations, retail banking operations and other banking operations. The online services provided by the Bank includes national electronic fund transfer (NEFT), real time gross settlement system (RTGS), Internet banking, short message service (SMS) banking and electronic clearing service (ECS). As of March 31, 2011, the Bank operated 274 branches, including one satellite office and nine extension counters. The wealth management/parabanking activities include life insurance, mutual funds and port folio management services, money transfer through branch channels, money transfer through direct remittances and depository participant services.",9,208,208,0,15,
7712,Indian Oil Corporation Ltd,Indian Oil Corporation Ltd,9,108,108,0,15,
7713,Tech Mahindra Ltd,Tech Mahindra Ltd,9,238,238,0,15,
7714,Maruti Suzuki India Ltd,"Maruti Suzuki India Limited (MSIL) is primarily in the business of manufacture, purchase and sale of motor vehicles and spare parts (automobiles). The other activities of the Company consist of facilitation of pre-owned car sales, fleet management and car financing. The Company offers a range of cars across different segments. It offers 15 brands and over 150 variants - Maruti 800, people movers, Omni and Eeco, international brands Alto, Alto-K10, A-star, WagonR, Swift, Ritz and Estilo, off-roader Gypsy, SUV Grand Vitara, sedans SX4, Swift DZire and Kizashi. In August 2010, the Company introduced factory fitted CNG option on five models across vehicle segments. These include Eeco, Alto, Estilo, Wagon R and Sx4. During the fiscal year ended March 31, 2011 (fiscal 2011), the Company sold over 1.27 million vehicles, including 1,38,266 units of exports. The Company is a subsidiary of Suzuki Motor Corporation.",9,151,151,0,15,
7715,Anant Raj Industries Ltd,Anant Raj Industries Ltd,9,233,233,0,15,
